ride_id,rideable_type,start_time,started_at,ended_at,start_station_name,end_station_name,member_casual,date,month,season
7E72783D4A06EFED,electric_bike,2022-04-29 17:37:54,2022-04-29 17:37:54,2022-04-29 17:45:20,Marin Light Rail,Liberty Light Rail,member,2022-04-29,4,Spring
F811A7D5E6FBFAE5,classic_bike,2022-04-30 19:11:04,2022-04-30 19:11:04,2022-04-30 20:12:42,Stevens - River Ter & 6 St,Stevens - River Ter & 6 St,casual,2022-04-30,4,Spring
824A308563BD3EB0,classic_bike,2022-04-02 13:33:03,2022-04-02 13:33:03,2022-04-02 13:50:05,Willow Ave & 12 St,City Hall,member,2022-04-02,4,Spring
F0993309B9B06995,classic_bike,2022-04-25 12:18:21,2022-04-25 12:18:21,2022-04-25 14:02:07,JC Medical Center,JC Medical Center,member,2022-04-25,4,Spring
0E74A15E43B82ECD,classic_bike,2022-04-22 11:24:42,2022-04-22 11:24:42,2022-04-22 12:06:24,JC Medical Center,JC Medical Center,casual,2022-04-22,4,Spring
E529212BD7EF549E,electric_bike,2022-04-05 16:07:46,2022-04-05 16:07:46,2022-04-05 16:13:44,Jackson Square,Bergen Ave & Stegman St,casual,2022-04-05,4,Spring
D83DFFAF8394F52F,classic_bike,2022-04-09 15:48:55,2022-04-09 15:48:55,2022-04-09 15:59:53,Washington St,Clinton St & Newark St,member,2022-04-09,4,Spring
05D56A8093C375A6,electric_bike,2022-04-16 10:57:37,2022-04-16 10:57:37,2022-04-16 14:47:45,Bergen Ave & Stegman St,Newark Ave,casual,2022-04-16,4,Spring
6A9FC909F1F41C30,electric_bike,2022-04-05 18:52:11,2022-04-05 18:52:11,2022-04-05 18:57:26,Baldwin at Montgomery,Newark Ave,member,2022-04-05,4,Spring
907F0FE881473A6D,electric_bike,2022-04-10 17:04:55,2022-04-10 17:04:55,2022-04-10 17:10:40,Columbus Dr at Exchange Pl,Newark Ave,member,2022-04-10,4,Spring
379BD2BC30B6357C,electric_bike,2022-04-14 08:26:58,2022-04-14 08:26:58,2022-04-14 09:16:02,Paulus Hook,Grand St,member,2022-04-14,4,Spring
896E2DB76EB549F2,classic_bike,2022-04-23 16:28:18,2022-04-23 16:28:18,2022-04-23 16:38:39,Harborside,Montgomery St,member,2022-04-23,4,Spring
C83FD9CBA4463CA8,classic_bike,2022-04-04 11:56:40,2022-04-04 11:56:40,2022-04-04 11:59:21,Harborside,Grand St,member,2022-04-04,4,Spring
80824890C2A08A98,classic_bike,2022-04-27 08:28:39,2022-04-27 08:28:39,2022-04-27 08:39:52,Marshall St & 2 St,Montgomery St,member,2022-04-27,4,Spring
5DBBFB0E26C5DE60,classic_bike,2022-04-30 08:37:44,2022-04-30 08:37:44,2022-04-30 08:51:58,Sip Ave,Bergen Ave & Stegman St,member,2022-04-30,4,Spring
BBD449B2BD39ABF7,classic_bike,2022-04-04 18:41:13,2022-04-04 18:41:13,2022-04-04 18:45:39,JC Medical Center,Montgomery St,member,2022-04-04,4,Spring
2B5ABC4907954215,electric_bike,2022-04-18 14:35:58,2022-04-18 14:35:58,2022-04-18 14:37:27,Morris Canal,Grand St,member,2022-04-18,4,Spring
C7133683E076193A,electric_bike,2022-04-08 09:52:55,2022-04-08 09:52:55,2022-04-08 10:04:21,Leonard Gordon Park,Montgomery St,member,2022-04-08,4,Spring
00423E9DE491052B,classic_bike,2022-04-30 16:21:13,2022-04-30 16:21:13,2022-04-30 16:24:50,Church Sq Park - 5 St & Park Ave,Clinton St & Newark St,member,2022-04-30,4,Spring
DCBAA87255977D4F,electric_bike,2022-04-13 13:54:50,2022-04-13 13:54:50,2022-04-13 13:55:31,Adams St & 2 St,Adams St & 2 St,member,2022-04-13,4,Spring
5231B94C57610A56,classic_bike,2022-04-16 15:05:47,2022-04-16 15:05:47,2022-04-16 15:17:56,Adams St & 2 St,Adams St & 2 St,casual,2022-04-16,4,Spring
85E046C36E81541B,electric_bike,2022-04-14 13:26:55,2022-04-14 13:26:55,2022-04-14 13:43:00,7 St & Monroe St,Grand St,member,2022-04-14,4,Spring
13312126AF612853,electric_bike,2022-04-13 13:19:20,2022-04-13 13:19:20,2022-04-13 13:21:11,Adams St & 2 St,Adams St & 2 St,casual,2022-04-13,4,Spring
20F6E0FDBDC96E88,electric_bike,2022-04-23 12:27:07,2022-04-23 12:27:07,2022-04-23 12:31:41,Baldwin at Montgomery,Montgomery St,member,2022-04-23,4,Spring
F7C8DFFBBFDB1FDF,classic_bike,2022-04-13 11:15:15,2022-04-13 11:15:15,2022-04-13 11:20:01,JC Medical Center,Grand St,member,2022-04-13,4,Spring
D9AECABFC9FB8ACE,classic_bike,2022-04-25 22:56:49,2022-04-25 22:56:49,2022-04-25 23:05:03,Hoboken Terminal - Hudson St & Hudson Pl,12 St & Sinatra Dr N,member,2022-04-25,4,Spring
7340CD69813DC854,electric_bike,2022-04-27 16:23:10,2022-04-27 16:23:10,2022-04-27 16:25:17,Jersey & 6th St,Newark Ave,member,2022-04-27,4,Spring
5289F308AE800DF9,electric_bike,2022-04-13 16:46:22,2022-04-13 16:46:22,2022-04-13 16:54:00,Clinton St & Newark St,12 St & Sinatra Dr N,casual,2022-04-13,4,Spring
DFB568F5D0342BE0,electric_bike,2022-04-15 18:55:39,2022-04-15 18:55:39,2022-04-15 19:06:50,Liberty Light Rail,Sip Ave,member,2022-04-15,4,Spring
323DC5D70EB8D5ED,classic_bike,2022-04-11 17:09:54,2022-04-11 17:09:54,2022-04-11 18:04:59,JC Medical Center,JC Medical Center,member,2022-04-11,4,Spring
8BE1A235B1F9A996,classic_bike,2022-04-16 17:42:20,2022-04-16 17:42:20,2022-04-16 18:27:01,JC Medical Center,JC Medical Center,member,2022-04-16,4,Spring
059A3CE3CC2B3EDB,classic_bike,2022-04-14 14:43:31,2022-04-14 14:43:31,2022-04-14 14:50:04,Harborside,Marin Light Rail,casual,2022-04-14,4,Spring
6B5AD033A3E51772,classic_bike,2022-04-18 08:10:01,2022-04-18 08:10:01,2022-04-18 08:16:41,Manila & 1st,Marin Light Rail,member,2022-04-18,4,Spring
91FCE7226081AB22,classic_bike,2022-04-28 17:12:00,2022-04-28 17:12:00,2022-04-28 17:15:54,Van Vorst Park,Marin Light Rail,member,2022-04-28,4,Spring
26EDE7ACB3193CAF,docked_bike,2022-04-27 12:31:14,2022-04-27 12:31:14,2022-04-27 12:53:19,Morris Canal,Essex Light Rail,casual,2022-04-27,4,Spring
51F6E96B5C8699CC,classic_bike,2022-04-16 15:07:22,2022-04-16 15:07:22,2022-04-16 15:23:18,Harborside,Marin Light Rail,casual,2022-04-16,4,Spring
2786C7C3C840A9B2,classic_bike,2022-04-06 15:14:21,2022-04-06 15:14:21,2022-04-06 16:02:12,Marin Light Rail,Marin Light Rail,member,2022-04-06,4,Spring
2C2601845F7A2DDD,classic_bike,2022-04-02 08:51:04,2022-04-02 08:51:04,2022-04-02 09:01:00,Grove St PATH,JC Medical Center,member,2022-04-02,4,Spring
23F996AC48EAF811,classic_bike,2022-04-12 16:38:57,2022-04-12 16:38:57,2022-04-12 16:43:30,Grove St PATH,JC Medical Center,member,2022-04-12,4,Spring
223DAA55CB75167C,electric_bike,2022-04-29 14:05:23,2022-04-29 14:05:23,2022-04-29 14:34:04,Marin Light Rail,Marin Light Rail,casual,2022-04-29,4,Spring
AF4114E3ADA1B4C6,classic_bike,2022-04-26 15:25:04,2022-04-26 15:25:04,2022-04-26 15:34:17,Hamilton Park,Grand St,member,2022-04-26,4,Spring
DF4588E843EB92F6,electric_bike,2022-04-28 18:08:55,2022-04-28 18:08:55,2022-04-28 18:13:38,Stevens - River Ter & 6 St,12 St & Sinatra Dr N,casual,2022-04-28,4,Spring
D084148AEE0738F0,classic_bike,2022-04-09 14:43:39,2022-04-09 14:43:39,2022-04-09 15:31:37,Marin Light Rail,Marin Light Rail,member,2022-04-09,4,Spring
A4233396D02A720A,classic_bike,2022-04-02 14:38:47,2022-04-02 14:38:47,2022-04-02 15:17:36,Harborside,Marin Light Rail,casual,2022-04-02,4,Spring
3E78D7F33D555754,electric_bike,2022-04-22 15:32:53,2022-04-22 15:32:53,2022-04-22 15:43:29,Clinton St & Newark St,12 St & Sinatra Dr N,casual,2022-04-22,4,Spring
BED9249193BC8F81,classic_bike,2022-04-22 20:49:35,2022-04-22 20:49:35,2022-04-22 21:04:29,Brunswick St,Marin Light Rail,member,2022-04-22,4,Spring
4F929F8528504B71,classic_bike,2022-04-21 15:23:02,2022-04-21 15:23:02,2022-04-21 15:54:02,Marin Light Rail,Marin Light Rail,member,2022-04-21,4,Spring
4E49003A570A9F41,classic_bike,2022-04-05 08:14:17,2022-04-05 08:14:17,2022-04-05 08:18:47,Adams St & 11 St,12 St & Sinatra Dr N,member,2022-04-05,4,Spring
9A46036356E580ED,classic_bike,2022-04-24 13:42:38,2022-04-24 13:42:38,2022-04-24 14:10:55,Southwest Park - Jackson St & Observer Hwy,Essex Light Rail,casual,2022-04-24,4,Spring
4B35E6C79AF308AF,electric_bike,2022-04-25 16:56:48,2022-04-25 16:56:48,2022-04-25 16:59:20,Grove St PATH,Marin Light Rail,member,2022-04-25,4,Spring
F1579A4F6091D3A3,electric_bike,2022-04-16 09:55:49,2022-04-16 09:55:49,2022-04-16 09:59:54,Marin Light Rail,Marin Light Rail,casual,2022-04-16,4,Spring
190DBA70A7A8ECA5,electric_bike,2022-04-19 09:50:36,2022-04-19 09:50:36,2022-04-19 09:53:06,JC Medical Center,Marin Light Rail,member,2022-04-19,4,Spring
E7CB6ABD2C10D0B9,electric_bike,2022-04-08 13:00:56,2022-04-08 13:00:56,2022-04-08 13:51:01,Paulus Hook,Essex Light Rail,casual,2022-04-08,4,Spring
0140C98E5AAB4712,electric_bike,2022-04-28 21:35:07,2022-04-28 21:35:07,2022-04-28 21:38:21,Paulus Hook,Marin Light Rail,casual,2022-04-28,4,Spring
BEFAC2FE67750A04,classic_bike,2022-04-04 13:24:49,2022-04-04 13:24:49,2022-04-04 13:29:06,Paulus Hook,Marin Light Rail,member,2022-04-04,4,Spring
5996E361362C5B73,classic_bike,2022-04-14 11:25:37,2022-04-14 11:25:37,2022-04-14 11:31:59,Newark Ave,Marin Light Rail,member,2022-04-14,4,Spring
E19334CC7DFFCF0E,classic_bike,2022-04-12 18:06:40,2022-04-12 18:06:40,2022-04-12 18:10:55,Paulus Hook,Marin Light Rail,member,2022-04-12,4,Spring
B32DD2570BAD1B84,classic_bike,2022-04-14 08:30:21,2022-04-14 08:30:21,2022-04-14 08:37:32,Newark Ave,Marin Light Rail,member,2022-04-14,4,Spring
D66823D9482430D7,electric_bike,2022-04-06 11:14:45,2022-04-06 11:14:45,2022-04-06 11:48:11,Marin Light Rail,Marin Light Rail,casual,2022-04-06,4,Spring
CCC6BBA3192A9767,classic_bike,2022-04-10 18:21:59,2022-04-10 18:21:59,2022-04-10 19:40:47,Marin Light Rail,Marin Light Rail,casual,2022-04-10,4,Spring
0D17F92D22130A1F,electric_bike,2022-04-26 18:03:05,2022-04-26 18:03:05,2022-04-26 18:05:52,Grove St PATH,Marin Light Rail,member,2022-04-26,4,Spring
0B7CFC4C3CA2F486,electric_bike,2022-04-12 21:52:41,2022-04-12 21:52:41,2022-04-12 22:05:12,City Hall,Astor Place,member,2022-04-12,4,Spring
D796105234549EA9,electric_bike,2022-04-13 21:48:56,2022-04-13 21:48:56,2022-04-13 21:56:25,Newark Ave,Marin Light Rail,member,2022-04-13,4,Spring
F9A3FA64DA67D9C7,classic_bike,2022-04-21 06:13:07,2022-04-21 06:13:07,2022-04-21 06:15:53,Marshall St & 2 St,Adams St & 2 St,member,2022-04-21,4,Spring
0748E9065B7CB0FA,electric_bike,2022-04-27 08:43:46,2022-04-27 08:43:46,2022-04-27 09:00:47,Sip Ave,Marin Light Rail,member,2022-04-27,4,Spring
CBD0DE98980C5907,classic_bike,2022-04-27 16:59:49,2022-04-27 16:59:49,2022-04-27 17:24:31,Hoboken Ave at Monmouth St,Astor Place,member,2022-04-27,4,Spring
E559CE66DE404C3D,electric_bike,2022-04-15 23:10:07,2022-04-15 23:10:07,2022-04-15 23:24:14,Brunswick St,Marin Light Rail,casual,2022-04-15,4,Spring
2F9857725CAFAA75,electric_bike,2022-04-22 17:55:08,2022-04-22 17:55:08,2022-04-22 17:58:31,Clinton St & Newark St,4 St & Grand St,member,2022-04-22,4,Spring
AEC2314B210DFFCD,classic_bike,2022-04-28 12:19:35,2022-04-28 12:19:35,2022-04-28 12:32:58,Marin Light Rail,Marin Light Rail,member,2022-04-28,4,Spring
30B20D1905167A7A,classic_bike,2022-04-14 08:33:14,2022-04-14 08:33:14,2022-04-14 08:41:31,Grand St & 14 St,4 St & Grand St,member,2022-04-14,4,Spring
96A3253AC18C4830,classic_bike,2022-04-11 12:41:46,2022-04-11 12:41:46,2022-04-11 12:51:29,Newport PATH,Marin Light Rail,member,2022-04-11,4,Spring
A8FBA9724BBBABE5,classic_bike,2022-04-13 20:12:45,2022-04-13 20:12:45,2022-04-13 20:28:32,Grand St & 14 St,Jersey & 6th St,member,2022-04-13,4,Spring
75ED79F945449FD2,electric_bike,2022-04-17 13:48:46,2022-04-17 13:48:46,2022-04-17 13:56:17,Washington St,Jersey & 6th St,member,2022-04-17,4,Spring
88011191688FD306,classic_bike,2022-04-23 17:03:03,2022-04-23 17:03:03,2022-04-23 17:08:54,Jersey & 6th St,Jersey & 6th St,member,2022-04-23,4,Spring
926610793F0E2070,electric_bike,2022-04-14 14:23:55,2022-04-14 14:23:55,2022-04-14 15:02:07,Marin Light Rail,Marin Light Rail,member,2022-04-14,4,Spring
AC27BF86C91CD259,electric_bike,2022-04-30 13:19:15,2022-04-30 13:19:15,2022-04-30 13:26:42,5 Corners Library,Oakland Ave,member,2022-04-30,4,Spring
4E73D11E1D5704A9,classic_bike,2022-04-06 19:17:30,2022-04-06 19:17:30,2022-04-06 19:43:22,Marin Light Rail,Marin Light Rail,member,2022-04-06,4,Spring
32BCBC1AF3959268,classic_bike,2022-04-08 17:17:39,2022-04-08 17:17:39,2022-04-08 17:17:58,Marin Light Rail,Marin Light Rail,casual,2022-04-08,4,Spring
A13E3F9461C97E5E,electric_bike,2022-04-02 14:56:17,2022-04-02 14:56:17,2022-04-02 15:09:47,Church Sq Park - 5 St & Park Ave,Oakland Ave,member,2022-04-02,4,Spring
CCBE1EE44E1B8444,classic_bike,2022-04-29 15:53:23,2022-04-29 15:53:23,2022-04-29 16:03:50,Marshall St & 2 St,Oakland Ave,member,2022-04-29,4,Spring
BB26A98949E82AD0,classic_bike,2022-04-12 20:54:57,2022-04-12 20:54:57,2022-04-12 21:05:44,9 St HBLR - Jackson St & 8 St,Oakland Ave,member,2022-04-12,4,Spring
000C1047C9C8587C,electric_bike,2022-04-01 15:35:24,2022-04-01 15:35:24,2022-04-01 15:40:46,Hoboken Ave at Monmouth St,Oakland Ave,member,2022-04-01,4,Spring
D9D1A6F6768D5308,electric_bike,2022-04-28 20:25:44,2022-04-28 20:25:44,2022-04-28 20:28:21,Grove St PATH,Marin Light Rail,member,2022-04-28,4,Spring
3A515EE2FDDB01DB,classic_bike,2022-04-22 22:03:24,2022-04-22 22:03:24,2022-04-22 22:09:33,Willow Ave & 12 St,Mama Johnson Field - 4 St & Jackson St,member,2022-04-22,4,Spring
0E35CCA6538E2648,classic_bike,2022-04-03 17:51:09,2022-04-03 17:51:09,2022-04-03 18:01:11,Willow Ave & 12 St,Mama Johnson Field - 4 St & Jackson St,casual,2022-04-03,4,Spring
35D16108A49D6F59,classic_bike,2022-04-15 14:10:12,2022-04-15 14:10:12,2022-04-15 14:17:38,Harborside,Brunswick St,member,2022-04-15,4,Spring
1ECD51BBEDBDBB8B,docked_bike,2022-04-05 21:11:44,2022-04-05 21:11:44,2022-04-05 21:40:26,Glenwood Ave,Brunswick St,casual,2022-04-05,4,Spring
FD0B97332B9D7744,electric_bike,2022-04-11 20:10:30,2022-04-11 20:10:30,2022-04-11 20:17:28,Oakland Ave,Brunswick St,casual,2022-04-11,4,Spring
26614EE468DD525F,classic_bike,2022-04-22 20:47:42,2022-04-22 20:47:42,2022-04-22 21:07:55,Hoboken Terminal - Hudson St & Hudson Pl,Marin Light Rail,member,2022-04-22,4,Spring
6C8AEFAF5255F073,classic_bike,2022-04-14 17:16:39,2022-04-14 17:16:39,2022-04-14 17:26:53,Columbus Dr at Exchange Pl,Brunswick St,member,2022-04-14,4,Spring
064C6F89F0E523F8,classic_bike,2022-04-14 12:58:47,2022-04-14 12:58:47,2022-04-14 13:03:07,Grand St & 14 St,Grand St & 14 St,casual,2022-04-14,4,Spring
1CC55B5E44EFEF80,electric_bike,2022-04-08 12:18:23,2022-04-08 12:18:23,2022-04-08 12:49:26,Grand St & 14 St,Grand St & 14 St,casual,2022-04-08,4,Spring
C7EB0AB274A10147,electric_bike,2022-04-16 17:19:42,2022-04-16 17:19:42,2022-04-16 17:25:16,Church Sq Park - 5 St & Park Ave,Grand St & 14 St,casual,2022-04-16,4,Spring
05833DC985906767,electric_bike,2022-04-24 14:11:59,2022-04-24 14:11:59,2022-04-24 14:25:16,Hoboken Ave at Monmouth St,Grand St & 14 St,member,2022-04-24,4,Spring
D7AA8B51580D9E8E,electric_bike,2022-04-05 17:54:15,2022-04-05 17:54:15,2022-04-05 17:54:40,Grand St & 14 St,Grand St & 14 St,member,2022-04-05,4,Spring
10E4A33B791ACD2D,electric_bike,2022-04-15 18:57:27,2022-04-15 18:57:27,2022-04-15 19:02:23,City Hall,Brunswick St,member,2022-04-15,4,Spring
1819ECDFDEE81536,classic_bike,2022-04-24 21:18:14,2022-04-24 21:18:14,2022-04-24 21:20:37,Adams St & 11 St,Grand St & 14 St,member,2022-04-24,4,Spring
6586465CBCABE1CC,classic_bike,2022-04-19 12:28:00,2022-04-19 12:28:00,2022-04-19 12:34:47,Journal Square,Leonard Gordon Park,member,2022-04-19,4,Spring
A1F645375FE8456A,electric_bike,2022-04-01 15:52:39,2022-04-01 15:52:39,2022-04-01 15:57:42,Christ Hospital,Brunswick St,casual,2022-04-01,4,Spring
DA141EF7209A7C3B,classic_bike,2022-04-05 09:42:23,2022-04-05 09:42:23,2022-04-05 09:47:42,4 St & Grand St,Grand St & 14 St,member,2022-04-05,4,Spring
4F5CF4F5888430AF,classic_bike,2022-04-14 15:17:01,2022-04-14 15:17:01,2022-04-14 15:55:32,12 St & Sinatra Dr N,Grand St & 14 St,member,2022-04-14,4,Spring
F73964E30F95E625,electric_bike,2022-04-27 20:59:14,2022-04-27 20:59:14,2022-04-27 21:04:43,5 Corners Library,Brunswick St,member,2022-04-27,4,Spring
52238475A867EBC6,classic_bike,2022-04-28 18:52:44,2022-04-28 18:52:44,2022-04-28 18:57:50,Grove St PATH,Brunswick St,member,2022-04-28,4,Spring
6F64EB223BA9CF92,electric_bike,2022-04-09 14:12:09,2022-04-09 14:12:09,2022-04-09 14:26:53,Monmouth and 6th,Grand St & 14 St,member,2022-04-09,4,Spring
5AE2F06811755A77,classic_bike,2022-04-13 14:41:16,2022-04-13 14:41:16,2022-04-13 16:14:32,14 St Ferry - 14 St & Shipyard Ln,Grand St & 14 St,member,2022-04-13,4,Spring
D5CE355E524015F4,electric_bike,2022-04-14 09:08:16,2022-04-14 09:08:16,2022-04-14 09:16:09,Journal Square,Glenwood Ave,member,2022-04-14,4,Spring
